Rk,Name,Age,Tm,IP,G,GS,Wgs,Lgs,ND,Wchp,Ltuf,Wtm,Ltm,tmW-L%,Wlst,Lsv,CG,SHO,QS,QS%,GmScA,Best,Wrst,BQR,BQS,sDR,lDR,RS/GS,RS/IP,IP/GS,Pit/GS,<80,80-99,100-119,≥120,Max,Name-additional
1,Cory Abbott,26,WSN,48,16,9,0,5,4,0,0,1,8,0.111,1,2,0,0,1,11%,44.4,64,16,8,5,3,3,2.8,1.1,4.3,81,4,5,0,0,90,abbotco01
2,Joan Adon,23,WSN,64.2,14,14,1,12,1,0,0,1,13,0.071,0,1,0,0,2,14%,40.3,70,13,12,4,0,7,1.8,1.9,4.6,86,2,12,0,0,98,adonjo01
3,Keegan Akin*,27,BAL,81.2,45,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,48,48,48,21,9,1,0,4,4.5,2.3,42,1,0,0,0,42,akinke01
4,Sandy Alcantara,26,MIA,228.2,32,32,14,9,9,0,3,19,13,0.594,3,2,6,1,24,75%,63.8,88,21,8,2,0,17,3.5,3.1,7.1,102,0,13,19,0,117,alcansa01
5,Jason Alexander,29,MIL,71.2,18,11,2,3,6,2,0,4,7,0.364,2,0,0,0,1,9%,44,62,26,11,2,0,6,4,5.1,5.1,82,4,7,0,0,97,alexaja01
6,Scott Alexander*,32,SFG,17.1,17,4,0,0,4,0,0,2,2,0.5,0,0,0,0,0,0%,52.3,55,49,3,0,4,0,3,0,1.1,14,4,0,0,0,15,alexasc02
7,Tyler Alexander*,27,DET,101,27,17,2,11,4,0,1,3,14,0.176,1,2,0,0,4,24%,44.7,75,17,7,1,0,9,2.9,3.3,4.7,77,9,8,0,0,97,alexaty01
8,Chase Anderson,34,CIN,24,9,7,2,3,2,2,0,3,4,0.429,0,0,0,0,0,0%,48.7,62,24,8,5,1,4,4,2.3,3.2,66,4,3,0,0,89,anderch01
9,Ian Anderson,24,ATL,111.2,22,22,10,6,6,5,1,15,7,0.682,2,1,0,0,6,27%,47.5,78,14,23,13,0,14,6,7,5.1,91,3,14,5,0,104,anderia01
10,Tyler Anderson*,32,LAD,178.2,30,28,14,5,9,3,3,20,8,0.714,0,6,0,0,18,64%,58.4,81,29,11,3,0,18,5.5,4.7,6.1,88,3,23,1,1,123,anderty01
11,Chris Archer,33,MIN,102.2,25,25,2,8,15,2,0,8,17,0.32,1,4,0,0,0,0%,48.6,69,25,11,8,0,14,3.7,3.3,4.1,71,23,2,0,0,90,archech01
12,Kohei Arihara,29,TEX,20,5,4,1,3,0,0,0,1,3,0.25,0,0,0,0,1,25%,29.8,67,-13,6,2,0,3,5.8,3.4,4.5,87,1,3,0,0,99,arihako01
13,Shawn Armstrong,31,TOT,61.2,50,3,0,1,2,0,0,1,1,0.5,0,0,0,0,0,0%,,56,54,15,2,2,0,3.2,3.9,2.6,36,3,0,0,0,48,armstsh01
14,Shawn Armstrong,31,TBR,55,43,3,0,1,2,0,0,1,1,0.5,0,0,0,0,0,0%,54.7,56,54,12,0,2,0,3.2,3.9,2.6,36,3,0,0,0,48,armstsh01
15,Aaron Ashby*,24,MIL,107.1,27,19,2,8,9,1,1,5,14,0.263,1,4,0,0,3,16%,48.5,68,15,21,6,1,11,3.4,3,4.6,81,8,7,4,0,111,ashbyaa01
16,Graham Ashcraft,24,CIN,105,19,19,5,6,8,0,1,10,9,0.526,3,1,0,0,9,47%,46.6,74,14,20,7,0,13,4.8,4.3,5.5,92,5,6,8,0,112,ashcrgr01
17,Javier Assad,24,CHC,37.2,9,8,2,2,4,1,0,4,4,0.5,2,1,0,0,1,13%,51.8,63,35,8,2,0,4,3.1,3.6,4.6,84,1,7,0,0,95,assadja01
18,Bryan Baker,27,BAL,69.2,66,2,0,1,1,0,0,1,1,0.5,0,0,0,0,0,0%,48,58,38,29,9,1,1,1.5,2.3,1.8,30,2,0,0,0,31,bakerbr01
19,Anthony Banda*,28,TOT,26.2,32,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,,38,38,14,1,1,0,3,0,0.3,13,1,0,0,0,13,bandaan01
20,Anthony Banda*,28,TOT,7,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,,38,38,6,1,1,0,3,0,0.3,13,1,0,0,0,13,bandaan01
21,Anthony Banda*,28,TOR,6.1,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,38,38,38,2,1,1,0,3,0,0.3,13,1,0,0,0,13,bandaan01
22,Jaime Barria,25,LAA,79.1,35,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,49,49,49,9,0,1,0,1,1.8,4.7,76,1,0,0,0,76,barrija01
23,Chris Bassitt,33,NYM,181.2,30,30,15,9,6,2,5,20,10,0.667,5,2,0,0,19,63%,56.2,82,16,16,6,0,17,5.1,4.8,6.1,96,3,16,11,0,114,bassich01
24,Mike Baumann,26,BAL,34.1,13,4,0,1,3,0,0,1,3,0.25,0,2,0,0,0,0%,42.5,48,37,7,2,0,2,5.4,1.5,4.6,74,3,1,0,0,84,baumami01
25,Shane Baz,23,TBR,27,6,6,1,2,3,0,0,1,5,0.167,1,0,0,0,2,33%,49.7,75,15,4,1,0,4,4,5,4.5,74,4,2,0,0,95,bazsh01
26,Tyler Beede,29,TOT,61.1,31,5,0,3,2,0,0,1,4,0.2,0,1,0,0,0,0%,,58,27,6,3,1,2,1.8,0,3,62,5,0,0,0,74,beedety01
27,Tyler Beede,29,PIT,51.2,25,5,0,3,2,0,0,1,4,0.2,0,1,0,0,0,0%,38,58,27,6,3,1,2,1.8,0,3,62,5,0,0,0,74,beedety01
28,Jalen Beeks*,28,TBR,61,42,7,0,0,7,0,0,3,4,0.429,0,2,0,0,0,0%,50.7,57,43,7,2,4,1,3,1.5,1.8,29,7,0,0,0,42,beeksja02
29,Andrew Bellatti,30,PHI,54.1,59,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,42,42,42,6,3,1,0,3,0,1,19,1,0,0,0,19,bellaan01
30,Brayan Bello,23,BOS,57.1,13,11,2,7,2,1,1,2,9,0.182,1,1,1,0,2,18%,44.5,70,24,8,6,0,6,2.7,2.8,4.8,83,3,8,0,0,98,bellobr01
31,José Berríos,28,TOR,172,32,32,12,7,13,2,0,23,9,0.719,3,5,0,0,17,53%,47.3,74,9,34,13,0,17,5.7,5.6,5.4,85,7,22,3,0,102,berrijo01
32,Shane Bieber,27,CLE,200,31,31,13,8,10,1,5,20,11,0.645,1,2,1,0,23,74%,59.5,84,13,16,5,0,17,4.2,4.1,6.5,93,5,18,8,0,109,biebesh01
33,Ty Blach*,31,COL,44.1,24,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,38,38,38,2,0,0,0,12.4,12,3,46,1,0,0,0,46,blachty01
34,Paul Blackburn,28,OAK,111.1,21,21,7,6,8,6,0,10,11,0.476,5,1,0,0,4,19%,50.3,76,6,16,4,0,11,4,4.4,5.3,84,6,13,2,0,101,blackpa01
35,Richard Bleier*,35,MIA,50.2,55,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,47,47,47,20,4,1,0,6,0,1,24,1,0,0,0,24,bleieri01
36,Kyle Bradish,25,BAL,117.2,23,23,4,7,12,0,2,14,9,0.609,1,4,0,0,6,26%,48.5,90,19,23,9,0,12,5.1,4.1,5.1,87,4,17,2,0,105,bradiky01
37,Matt Brash,24,SEA,50.2,39,5,1,3,1,1,0,2,3,0.4,0,0,0,0,0,0%,40,57,19,17,7,0,3,6.3,6.8,4,78,2,3,0,0,87,brashma01
38,John Brebbia,32,SFG,68,76,11,0,0,11,0,0,7,4,0.636,0,1,0,0,0,0%,51.4,54,46,21,5,9,1,5.5,2.5,1,15,11,0,0,0,19,brebbjo01
39,Beau Brieske,24,DET,81.2,15,15,3,6,6,1,1,6,9,0.4,1,2,0,0,6,40%,50.9,75,29,6,2,0,8,3.3,2.7,5.4,86,4,11,0,0,94,briesbe01
40,Hunter Brown,23,HOU,20.1,7,2,2,0,0,0,0,2,0,1,0,0,0,0,2,100%,64,70,58,0,0,0,2,3.7,3.8,6,81,1,1,0,0,82,brownhu01
41,JT Brubaker,28,PIT,144,28,28,3,12,13,1,1,8,20,0.286,3,3,0,0,8,29%,48.5,80,15,17,5,0,16,3.8,3.8,5.1,85,8,17,3,0,106,brubajt01
42,Kris Bubic*,24,KCR,129,28,27,3,13,11,1,2,8,19,0.296,2,2,0,0,7,26%,44,67,22,24,8,0,15,4,3.6,4.7,83,6,20,1,0,103,bubickr01
43,Walker Buehler,27,LAD,65,12,12,6,3,3,3,0,7,5,0.583,2,1,1,1,3,25%,51.7,91,28,0,0,0,8,5.7,6.8,5.4,87,4,7,1,0,108,buehlwa01
44,Madison Bumgarner*,32,ARI,158.2,30,30,7,15,8,2,1,12,18,0.4,0,7,0,0,6,20%,46.6,75,13,8,1,0,14,4.6,3.4,5.3,91,5,17,8,0,108,bumgama01
45,Dylan Bundy,29,MIN,140,29,29,8,8,13,7,1,12,17,0.414,4,3,0,0,2,7%,47.3,77,4,15,4,0,16,4.5,5.1,4.8,75,20,8,1,0,107,bundydy01
46,Corbin Burnes,27,MIL,202,33,33,12,8,13,1,3,20,13,0.606,4,4,0,0,21,64%,61.1,86,29,17,5,0,18,4.4,4.2,6.1,99,1,12,20,0,115,burneco01
47,Matt Bush,36,TOT,59.2,65,6,0,0,6,0,0,1,5,0.167,0,1,0,0,0,0%,50,54,40,11,3,6,0,3.8,3,0.9,12,6,0,0,0,14,bushma01
48,Matt Bush,36,TEX,36.2,40,5,0,0,5,0,0,0,5,0,0,1,0,0,0,0%,52,54,50,5,0,5,0,3,0,1,11,5,0,0,0,13,bushma01
49,Matt Bush,36,MIL,23,25,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,40,40,40,6,3,1,0,8,18,0.3,14,1,0,0,0,14,bushma01
50,José Butto,24,NYM,4,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0%,19,19,19,0,0,0,1,10,9,4,98,0,1,0,0,98,buttojo01
51,Edward Cabrera,24,MIA,71.2,14,14,6,4,4,3,0,8,6,0.571,0,1,0,0,3,21%,57.4,82,26,8,5,0,10,4.8,5.5,5.1,87,4,8,2,0,102,cabreed02
52,Carlos Carrasco,35,NYM,152,29,29,15,7,7,4,0,19,10,0.655,1,1,0,0,11,38%,51.3,76,12,22,9,0,17,5.5,5.8,5.2,83,11,15,3,0,105,carraca01
53,Daniel Castano*,27,MIA,35.2,10,7,1,2,4,1,0,4,3,0.571,1,2,0,0,2,29%,46.3,65,24,6,0,0,4,3.9,2.2,4.5,73,4,2,1,0,105,castada01
54,Humberto Castellanos,24,ARI,44.1,11,9,3,2,4,3,0,5,4,0.556,0,1,0,0,0,0%,45.4,65,18,6,2,0,5,4.3,5.3,4.6,77,5,4,0,0,96,castehu01
55,Luis Castillo,29,TOT,150.1,25,25,8,6,11,1,3,14,11,0.56,3,5,0,0,17,68%,58.8,81,36,8,1,0,16,4.4,4,6,100,1,11,12,1,123,castilu02
56,Luis Castillo,29,CIN,85,14,14,4,4,6,1,3,8,6,0.571,1,4,0,0,10,71%,59.5,77,44,4,0,0,7,3.9,2.5,6.1,102,0,5,8,1,123,castilu02
57,Luis Castillo,29,SEA,65.1,11,11,4,2,5,0,0,6,5,0.545,2,1,0,0,7,64%,57.8,81,36,4,1,0,9,5,5.9,5.9,98,1,6,4,0,115,castilu02
58,Max Castillo,23,TOT,39.1,14,6,0,2,4,0,0,3,3,0.5,0,2,0,0,0,0%,41.7,59,26,12,9,2,4,5.6,3.4,4.3,76,3,3,0,0,95,castima03
59,Max Castillo,23,TOR,20.2,9,2,0,0,2,0,0,1,1,0.5,0,1,0,0,0,0%,44.5,51,38,3,3,1,1,5.5,5.2,3.7,56,2,0,0,0,59,castima03
60,Max Castillo,23,KCR,18.2,5,4,0,2,2,0,0,2,2,0.5,0,1,0,0,0,0%,40.3,59,26,9,6,1,3,5.7,2.6,4.7,86,1,3,0,0,95,castima03
61,Cade Cavalli,23,WSN,4.1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,27,27,27,3,3,0,1,3,2.3,4.3,99,0,1,0,0,99,cavalca01
62,Dylan Cease,26,CHW,184,32,32,14,8,10,6,2,20,12,0.625,4,6,1,1,16,50%,61.1,90,17,15,6,0,16,4.8,4.6,5.8,98,2,15,15,0,110,ceasedy01
63,Luis Cessa,30,CIN,80.2,46,10,1,3,6,1,0,5,5,0.5,0,5,0,0,1,10%,49.6,64,31,8,2,1,4,3,0.8,4.4,67,7,3,0,0,91,cessalu01
64,JT Chargois,31,TBR,22.1,21,3,0,0,3,0,0,2,1,0.667,0,1,0,0,0,0%,47.7,52,45,5,1,3,0,9.4,9,1.3,20,3,0,0,0,27,chargjt01
65,Jesse Chavez,38,TOT,69.1,60,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,,39,39,11,3,1,0,3,0,1,18,1,0,0,0,18,chaveje01
66,Jesse Chavez,38,TOT,58.2,49,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,,39,39,9,1,1,0,3,0,1,18,1,0,0,0,18,chaveje01
67,Jesse Chavez,38,ATL,53,46,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,39,39,39,9,1,1,0,3,0,1,18,1,0,0,0,18,chaveje01
68,Yonny Chirinos,28,TBR,7,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,58,58,58,1,0,0,1,2,1.8,4,47,1,0,0,0,47,chiriyo01
69,Aaron Civale,27,CLE,97,20,20,5,6,9,2,0,12,8,0.6,3,2,0,0,5,25%,49.9,71,23,12,8,0,12,5.1,4.2,4.9,79,8,12,0,0,99,civalaa01
70,Mike Clevinger,31,SDP,114.1,23,22,7,7,8,4,2,15,7,0.682,1,2,0,0,6,27%,51.3,73,27,13,7,0,15,5.2,4.9,5.1,86,4,18,0,0,98,clevimi01
71,Alex Cobb,34,SFG,149.2,28,28,7,8,13,4,3,10,18,0.357,1,7,0,0,10,36%,52.1,77,23,15,4,1,16,4.5,4.5,5.3,86,6,19,3,0,106,cobbal01
72,Gerrit Cole,31,NYY,200.2,33,33,13,8,12,2,5,21,12,0.636,2,4,0,0,21,64%,59.7,82,14,10,2,0,16,5.4,5.4,6.1,99,3,11,19,0,118,colege01
73,Roansy Contreras,22,PIT,95,21,18,4,5,9,3,1,9,9,0.5,1,3,0,0,3,17%,51.1,66,16,10,2,0,11,4.1,3.2,4.9,81,5,13,0,0,98,contrro01
74,Patrick Corbin*,32,WSN,152.2,31,31,6,19,6,1,2,6,25,0.194,3,2,1,0,9,29%,41.8,78,13,27,9,0,17,2.7,2.4,4.9,85,7,18,6,0,113,corbipa01
75,Nestor Cortes*,27,NYY,158.1,28,28,12,4,12,5,1,19,9,0.679,4,2,1,1,13,46%,60.6,86,31,13,5,0,20,5.2,4.7,5.7,88,5,18,5,0,109,cortene01
76,Kutter Crawford,26,BOS,77.1,21,12,1,5,6,0,1,4,8,0.333,1,1,0,0,4,33%,47.1,68,5,15,9,0,6,4,3.2,5.1,82,5,7,0,0,94,crawfku01
77,Nabil Crismatt,27,SDP,67.1,50,1,0,0,1,0,0,,,,0,0,0,0,0,0%,58,58,58,11,4,0,1,,15,3,53,1,0,0,0,53,crismna01
