Rk,Name,Age,Tm,IP,G,GS,Wgs,Lgs,ND,Wchp,Ltuf,Wtm,Ltm,tmW-L%,Wlst,Lsv,CG,SHO,QS,QS%,GmScA,Best,Wrst,BQR,BQS,sDR,lDR,RS/GS,RS/IP,IP/GS,Pit/GS,<80,80-99,100-119,≥120,Max,Name-additional
281,Kaleb Ort,31,BOS,23,21,2,0,0,2,0,0,1,1,0.5,0,2,0,0,0,0%,48.5,49,48,0,0,1,1,4.2,0,2.2,28,2,0,0,0,32,ortka01
282,Luis Ortiz,24,PIT,86.2,18,15,4,5,6,1,0,7,8,0.467,1,5,0,0,3,20%,44.7,67,20,19,2,0,12,3.5,3.9,4.9,80,5,10,0,0,99,ortizlu03
283,Connor Overton,29,CIN,11,3,3,0,1,2,0,0,2,1,0.667,0,1,0,0,0,0%,30.3,35,26,3,2,0,2,5.5,4.3,3.7,67,2,1,0,0,80,overtco01
284,Johan Oviedo,25,PIT,177.2,32,32,9,14,9,1,4,13,19,0.406,4,0,1,1,14,44%,50.9,86,10,26,10,0,19,4.3,4.4,5.6,93,3,23,6,0,112,oviedjo01
285,Emilio Pagán,32,MIN,69.1,66,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,53,53,53,6,2,1,0,14,0,1,15,1,0,0,0,15,paganem01
286,Wes Parsons,30,TOR,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,6,6,6,0,0,0,1,8,6.8,4,89,0,1,0,0,89,parsowe01
287,Luis Patiño,23,TOT,21.2,9,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,,40,40,2,0,0,1,0,0,2.3,54,1,0,0,0,54,patinlu01
288,Luis Patiño,23,CHW,17.2,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,40,40,40,2,0,0,1,0,0,2.3,54,1,0,0,0,54,patinlu01
289,James Paxton*,34,BOS,96,19,19,7,5,7,1,0,8,11,0.421,2,4,0,0,8,42%,50.9,78,18,6,2,0,15,4.8,4.3,5.1,89,4,9,6,0,110,paxtoja01
290,Ryan Pepiot,25,LAD,42,8,3,2,1,0,1,0,2,1,0.667,0,0,0,0,1,33%,64,78,49,0,0,0,3,6.2,6.5,6,86,0,3,0,0,90,pepiory01
291,Freddy Peralta,27,MIL,165.2,30,30,12,10,8,2,2,17,13,0.567,6,1,0,0,16,53%,56.2,84,16,12,8,0,24,4.8,4.5,5.5,95,2,22,6,0,109,peralfr01
292,Eury Pérez,20,MIA,91.1,19,19,5,6,8,3,1,8,11,0.421,1,4,0,0,6,32%,55.6,78,13,6,2,0,14,3.3,2.4,4.8,81,6,13,0,0,93,perezeu02
293,Francisco Pérez*,25,OAK,16.2,17,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,34,34,34,6,4,1,0,4,0,1,23,1,0,0,0,23,perezfr01
294,Martín Pérez*,32,TEX,141.2,35,20,8,4,8,4,1,13,7,0.65,4,3,0,0,8,40%,45.8,73,11,19,4,0,14,6.9,6.6,5.4,88,4,14,2,0,104,perezma02
295,David Peterson*,27,NYM,111,27,21,2,8,11,1,1,7,14,0.333,0,4,1,0,4,19%,47.5,73,28,13,3,0,16,4.5,3.5,4.9,88,5,13,3,0,113,peterda01
296,Brandon Pfaadt,24,ARI,96,19,18,3,9,6,3,2,8,10,0.444,0,4,0,0,3,17%,46.2,77,19,12,1,0,10,3.4,2.7,5,85,3,14,1,0,107,pfaadbr01
297,Connor Phillips,22,CIN,20.2,5,5,1,1,3,0,0,3,2,0.6,1,1,0,0,1,20%,46.6,69,35,8,5,0,3,7.5,7.1,4.1,76,1,4,0,0,99,phillco01
298,Nick Pivetta,30,BOS,142.2,38,16,5,6,5,3,1,7,9,0.438,0,1,0,0,5,31%,52.4,82,17,15,5,2,11,3.6,4.1,5.4,92,0,13,3,0,104,pivetni01
299,Michael Plassmeyer*,26,PHI,3.2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,11,11,11,1,0,0,1,4,9,3.7,85,0,1,0,0,85,plassmi01
300,Zach Plesac,28,CLE,21.1,5,5,1,1,3,1,0,3,2,0.6,0,3,0,0,1,20%,36.6,64,15,4,1,0,5,6.2,3.8,4.3,74,3,2,0,0,91,plesaza01
301,Quinn Priester,22,PIT,50,10,8,2,3,3,2,0,3,5,0.375,0,1,0,0,1,13%,37.8,59,26,8,4,0,4,4.4,5.8,5,89,1,6,1,0,102,priesqu01
302,Austin Pruitt,33,OAK,48.1,38,6,0,2,4,0,0,2,4,0.333,0,1,0,0,0,0%,46.5,60,31,11,4,6,0,4.8,3.6,1.6,28,6,0,0,0,35,pruitau01
303,Cal Quantrill,28,CLE,99.2,19,19,4,7,8,1,0,9,10,0.474,3,5,0,0,8,42%,45.3,76,16,9,1,0,13,3.4,2.7,5.2,90,2,14,3,0,107,quantca01
304,José Quintana*,34,NYM,75.2,13,13,3,6,4,0,3,4,9,0.308,1,1,0,0,8,62%,52.4,68,32,9,5,0,11,4,3.6,5.8,95,1,9,3,0,104,quintjo01
305,Cole Ragans*,25,TOT,96,29,12,5,2,5,0,0,6,6,0.5,4,0,0,0,7,58%,,79,42,13,10,0,9,4.9,5.7,6,98,0,7,5,0,108,raganco01
306,Cole Ragans*,25,KCR,71.2,12,12,5,2,5,0,0,6,6,0.5,4,0,0,0,7,58%,61.1,79,42,6,5,0,9,4.9,5.7,6,98,0,7,5,0,108,raganco01
307,Erasmo Ramírez,33,TOT,60.1,38,2,0,0,2,0,0,2,0,1,0,1,0,0,0,0%,,51,32,11,4,2,0,9,11.6,3.2,53,2,0,0,0,58,ramirer02
308,Erasmo Ramírez,33,TBR,33.1,15,2,0,0,2,0,0,2,0,1,0,1,0,0,0,0%,41.5,51,32,2,1,2,0,9,11.6,3.2,53,2,0,0,0,58,ramirer02
309,Drew Rasmussen,27,TBR,44.2,8,8,4,2,2,1,0,4,4,0.5,1,1,0,0,3,38%,58.5,83,27,6,3,0,4,6,6,5.6,84,3,5,0,0,97,rasmudr01
310,Robbie Ray*,31,SEA,3.1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,34,34,34,1,0,0,1,4,9,3.3,91,0,1,0,0,91,rayro02
311,Colin Rea,32,MIL,124.2,26,22,5,5,12,3,1,14,8,0.636,4,4,0,0,4,18%,50.5,69,21,11,2,2,15,4.9,5.3,5.2,83,6,16,0,0,93,reaco01
312,Denyi Reyes,26,NYM,19.2,9,3,0,2,1,0,0,1,2,0.333,1,0,0,0,0,0%,36,57,23,7,3,0,3,5.7,3.4,3.7,75,2,0,1,0,109,reyesde02
313,Trevor Richards,30,TOR,72.2,56,3,0,1,2,0,0,1,2,0.333,0,0,0,0,0,0%,55.3,63,42,31,8,1,1,4.2,7.2,3,53,3,0,0,0,65,richatr01
314,Lyon Richardson,23,CIN,16.2,4,4,0,2,2,0,0,2,2,0.5,0,0,0,0,0,0%,37.3,51,21,4,3,0,3,4.3,4.5,4.2,83,2,2,0,0,95,richaly01
315,Nick Robertson,24,TOT,22.1,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,,53,53,0,0,1,0,5,0,1,15,1,0,0,0,15,roberni01
316,Nick Robertson,24,BOS,12,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,53,53,53,0,0,1,0,5,0,1,15,1,0,0,0,15,roberni01
317,Carlos Rodón*,30,NYY,64.1,14,14,3,8,3,3,2,3,11,0.214,0,1,0,0,3,21%,44.4,60,4,10,5,0,7,3.1,3,4.6,81,5,8,1,0,103,rodonca01
318,Eduardo Rodriguez*,30,DET,152.2,26,26,13,9,4,2,0,14,12,0.538,3,1,0,0,14,54%,56,86,29,16,3,0,20,3.6,3.7,5.9,94,2,18,6,0,105,rodried05
319,Grayson Rodriguez,23,BAL,122,23,23,7,4,12,3,0,14,9,0.609,3,2,0,0,7,30%,51.1,79,10,15,9,0,16,5.2,5.6,5.3,91,2,20,1,0,101,rodrigr01
320,Yerry Rodríguez,25,TEX,13.2,13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,46,46,46,3,2,1,0,3,0,2,44,1,0,0,0,44,rodriye01
321,Trevor Rogers*,25,MIA,18,4,4,1,2,1,0,0,1,3,0.25,0,1,0,0,1,25%,51.3,64,43,4,1,0,3,2.4,2.8,4.5,83,1,3,0,0,96,rogertr01
322,Drew Rom*,23,STL,33.2,8,8,1,4,3,1,0,3,5,0.375,0,0,0,0,0,0%,36,68,13,10,4,0,6,4.7,5.9,4.2,84,2,6,0,0,96,romdr01
323,Kenny Rosenberg*,27,LAA,33,7,3,2,1,0,2,1,2,1,0.667,0,0,0,0,1,33%,54,60,48,3,1,0,3,2.1,2.8,5.3,88,0,3,0,0,91,rosenke01
324,Drew Rucinski,34,OAK,18,4,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0%,29,31,24,6,0,0,3,4.3,3.9,4.5,88,1,3,0,0,95,rucindr01
325,José Ruiz,28,TOT,44.1,38,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,,34,34,7,3,1,0,3,0,1.7,28,1,0,0,0,28,ruizjo01
326,José Ruiz,28,ARI,40.2,34,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,34,34,34,5,1,1,0,3,0,1.7,28,1,0,0,0,28,ruizjo01
327,Jackson Rutledge,24,WSN,20,4,4,1,1,2,1,0,3,1,0.75,0,1,0,0,1,25%,41.5,59,14,0,0,0,3,6.1,4.1,5,87,1,3,0,0,92,rutleja01
328,Joe Ryan,27,MIN,161.2,29,29,11,10,8,3,2,16,13,0.552,3,6,1,1,14,48%,53.4,90,19,10,3,0,20,5.4,4.7,5.6,93,1,20,8,0,112,ryanjo04
329,Hyun Jin Ryu*,36,TOR,52,11,11,3,3,5,3,1,6,5,0.545,1,2,0,0,1,9%,50,63,28,7,1,0,9,6.2,4.9,4.7,75,5,6,0,0,89,ryuhy01
330,Chris Sale*,34,BOS,102.2,20,20,6,5,9,3,0,12,8,0.6,3,4,0,0,6,30%,53.6,80,21,7,3,0,17,5.7,4.2,5.1,84,7,10,3,0,111,salech01
331,Cristopher Sánchez*,26,PHI,99.1,19,18,3,5,10,0,1,8,10,0.444,2,5,0,0,7,39%,54.7,72,37,5,3,0,13,4.7,3.5,5.5,81,9,8,1,0,107,sanchcr01
332,Patrick Sandoval*,26,LAA,144.2,28,28,7,13,8,3,2,8,20,0.286,2,1,0,0,8,29%,48.4,74,25,27,11,0,25,3.9,4.5,5.2,94,3,16,9,0,107,sandopa02
333,Max Scherzer,38,TOT,152.2,27,27,13,6,8,4,0,17,10,0.63,3,2,0,0,14,52%,56.3,85,21,6,1,0,19,4.9,4.6,5.7,91,5,11,11,0,107,scherma01
334,Max Scherzer,38,NYM,107.2,19,19,9,4,6,3,0,12,7,0.632,2,2,0,0,9,47%,54.7,78,22,5,1,0,13,4.8,4.5,5.7,92,3,8,8,0,107,scherma01
335,Max Scherzer,38,TEX,45,8,8,4,2,2,1,0,5,3,0.625,1,0,0,0,5,63%,60.1,85,21,1,0,0,6,5.3,4.6,5.6,89,2,3,3,0,105,scherma01
336,Clarke Schmidt,27,NYY,159,33,32,9,9,14,6,2,15,17,0.469,3,7,0,0,5,16%,48.3,69,8,26,6,0,18,4.4,4.3,4.9,84,10,22,0,0,99,schmicl01
337,Jesse Scholtens,29,CHW,85,26,11,0,6,5,0,2,1,10,0.091,0,2,0,0,3,27%,42.1,67,23,11,2,1,5,2.9,2.6,4.9,87,2,9,0,0,97,scholje01
338,John Schreiber,29,BOS,46.2,46,2,0,0,2,0,0,1,1,0.5,0,1,0,0,0,0%,48,52,44,5,2,1,1,5.8,0,1,21,2,0,0,0,24,schrejo01
339,Tayler Scott,31,TOT,17.2,18,2,0,0,2,0,0,1,1,0.5,0,1,0,0,0,0%,,53,47,13,6,1,0,2.6,0,1,13,2,0,0,0,14,scottta02
340,Tayler Scott,31,TOT,11.2,12,2,0,0,2,0,0,1,1,0.5,0,1,0,0,0,0%,50,53,47,7,1,1,0,2.6,0,1,13,2,0,0,0,14,scottta02
341,Tayler Scott,31,BOS,3.2,4,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0%,47,47,47,3,0,0,0,4.5,0,1,14,1,0,0,0,14,scottta02
342,Tayler Scott,31,OAK,8,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,53,53,53,4,1,1,0,1,0,1,12,1,0,0,0,12,scottta02
343,Connor Seabold,27,COL,87.1,27,13,1,7,5,1,0,4,9,0.308,2,1,0,0,2,15%,39.6,62,5,13,5,0,7,4.8,4.1,4.5,80,6,7,0,0,93,seaboco01
344,JP Sears*,27,OAK,172.1,32,32,5,14,13,3,1,9,23,0.281,4,4,0,0,9,28%,50.7,72,18,13,5,0,23,3.2,3.2,5.4,90,5,23,4,0,112,searsjp01
345,Colin Selby,25,PIT,24,21,5,0,0,5,0,0,4,1,0.8,0,2,0,0,0,0%,51.4,59,38,7,3,5,0,5.8,1.1,1.6,24,5,0,0,0,35,selbyco01
346,Kodai Senga,30,NYM,166.1,29,29,12,7,10,2,1,17,12,0.586,0,4,0,0,16,55%,58.3,84,34,7,2,0,26,4.7,4.4,5.7,96,2,13,14,0,107,sengako01
347,Antonio Senzatela,28,COL,7.2,2,2,0,1,1,0,0,1,1,0.5,0,1,0,0,0,0%,48.5,59,38,0,0,0,1,2,0,3.8,60,2,0,0,0,69,senzaan01
348,Luis Severino,29,NYY,89.1,19,18,4,7,7,1,0,8,10,0.444,2,1,0,0,5,28%,42,75,7,12,5,0,12,3.8,4.2,4.9,88,3,12,3,0,104,severlu01
349,Emmet Sheehan,23,LAD,60.1,13,11,4,1,6,2,0,7,4,0.636,2,2,0,0,3,27%,49.9,73,12,6,1,0,9,6.1,6.8,4.8,85,2,9,0,0,94,sheehem01
350,Jared Shuster*,24,ATL,52.2,11,11,4,3,4,3,0,5,6,0.455,1,1,0,0,1,9%,44,72,25,15,5,0,7,4.8,6.3,4.8,79,5,6,0,0,93,shustja01
351,Chase Silseth,23,LAA,52.1,16,8,3,1,4,3,0,6,2,0.75,0,2,0,0,1,13%,53.9,72,32,8,4,0,8,4.5,5.4,4.6,76,4,3,1,0,100,silsech01
352,Brady Singer,26,KCR,159.2,29,29,8,11,10,3,0,14,15,0.483,3,5,0,0,9,31%,46,80,18,15,6,0,19,4.9,4.6,5.5,90,6,18,5,0,108,singebr01
353,Tarik Skubal*,26,DET,80.1,15,15,7,3,5,3,1,8,7,0.533,0,1,0,0,5,33%,59.7,82,20,4,1,0,12,4.9,3.6,5.4,81,5,10,0,0,97,skubata01
354,Devin Smeltzer*,27,MIA,22.1,9,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,54,54,54,0,0,1,0,6,4.5,4,65,1,0,0,0,65,smeltde01
355,AJ Smith-Shawver,20,ATL,25.1,6,5,1,0,4,1,0,4,1,0.8,1,0,0,0,0,0%,49.2,58,34,3,1,0,4,7.5,9.4,4.6,83,2,3,0,0,99,smithaj01
356,Drew Smyly*,34,CHC,142.1,41,23,7,10,6,4,1,10,13,0.435,3,4,0,0,5,22%,45.7,87,16,24,7,2,9,5.5,5.4,4.9,85,4,17,2,0,103,smylydr01
357,Blake Snell*,30,SDP,180,32,32,14,9,9,2,3,17,15,0.531,5,3,0,0,20,63%,61.4,83,31,7,3,0,21,4.3,4.1,5.6,99,0,14,18,0,113,snellbl01
358,Collin Snider,27,KCR,20.1,20,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,54,54,54,6,2,1,0,4,0,2,20,1,0,0,0,20,snideco01
359,George Soriano,24,MIA,52,26,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,42,42,42,6,2,0,1,8,11.3,3,59,1,0,0,0,59,soriage01
360,Michael Soroka,25,ATL,32.1,7,6,2,2,2,1,0,4,2,0.667,0,1,0,0,1,17%,44,55,25,4,0,0,4,7.8,8.1,4.9,85,1,5,0,0,99,sorokmi01
361,Carson Spiers,25,CIN,13,4,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0%,38,45,31,1,1,0,2,5,8.2,3.5,82,1,1,0,0,87,spierca01
362,Jeffrey Springs*,30,TBR,16,3,3,2,0,1,0,0,3,0,1,0,0,0,0,2,67%,72,83,58,0,0,0,2,9.4,6.2,5.3,69,1,2,0,0,89,sprinje01
363,Josh Staumont,29,KCR,20,21,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,55,55,55,2,2,1,0,7,0,1,14,1,0,0,0,14,staumjo01
364,Justin Steele*,27,CHC,173.1,30,30,16,5,9,3,1,19,11,0.633,3,1,0,0,20,67%,55.8,88,23,11,5,0,15,6,5.3,5.8,89,4,19,7,0,111,steelju01
365,Gavin Stone,24,LAD,31,8,4,0,0,4,0,0,2,2,0.5,1,2,0,0,0,0%,22.3,28,11,5,2,0,4,9.2,9.6,3.8,70,4,0,0,0,79,stonega01
366,Levi Stoudt,25,CIN,10.1,4,2,0,1,1,0,0,0,2,0,0,1,0,0,0,0%,28,38,18,3,0,0,2,3,0,3.5,78,1,1,0,0,84,stoudle01
367,Matt Strahm*,31,PHI,87.2,56,10,2,3,5,2,0,5,5,0.5,0,1,0,0,0,0%,53,69,36,13,6,4,2,4.6,4,3.3,52,9,1,0,0,82,strahma01
368,Spencer Strider,24,ATL,186.2,32,32,20,5,7,5,2,26,6,0.813,3,4,0,0,18,56%,58.7,91,20,13,5,0,24,6.5,5.6,5.8,97,2,16,14,0,110,stridsp01
369,Ross Stripling,33,SFG,89,22,11,0,4,7,0,2,3,8,0.273,0,2,0,0,2,18%,47.8,65,34,9,3,1,5,3.2,2.5,4.5,70,8,3,0,0,95,stripro01
370,Marcus Stroman,32,CHC,136.2,27,25,10,9,6,0,2,13,12,0.52,0,3,1,1,15,60%,52.1,92,16,12,5,0,10,4.3,4.1,5.3,86,5,18,2,0,105,stromma01
371,José Suarez*,25,LAA,33.2,11,7,1,2,4,1,0,2,5,0.286,0,2,0,0,0,0%,35.9,66,18,9,5,0,7,5.3,5,3.7,72,5,2,0,0,80,suarejo01
372,Ranger Suárez*,27,PHI,125,22,22,4,6,12,1,2,13,9,0.591,5,5,0,0,11,50%,51,74,24,15,4,0,14,4.5,4.2,5.7,92,3,14,5,0,106,suarera01
373,Brent Suter*,33,COL,69.1,57,2,0,0,2,0,0,2,0,1,0,1,0,0,0,0%,48.5,54,43,15,9,1,1,5.9,0,1.5,23,2,0,0,0,36,suterbr01
374,Noah Syndergaard,30,TOT,88.2,18,18,2,6,10,2,2,7,11,0.389,1,5,0,0,4,22%,43.1,66,18,9,2,0,11,5.2,4.8,4.9,78,8,10,0,0,97,syndeno01
375,Noah Syndergaard,30,LAD,55.1,12,12,1,4,7,1,2,4,8,0.333,0,3,0,0,3,25%,41.6,66,18,2,0,0,8,5.2,5.5,4.6,74,7,5,0,0,96,syndeno01
376,Noah Syndergaard,30,CLE,33.1,6,6,1,2,3,1,0,3,3,0.5,1,2,0,0,1,17%,46,58,26,7,2,0,3,5.2,3.7,5.6,87,1,5,0,0,97,syndeno01
377,Jameson Taillon,31,CHC,154.1,30,29,8,10,11,3,2,11,18,0.379,2,4,0,0,9,31%,48.3,82,11,22,10,0,13,4.7,4.1,5.2,86,7,18,4,0,109,taillja01
378,Freddy Tarnok,24,OAK,14.2,5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0%,43,43,43,5,1,0,1,3,0,2.7,49,1,0,0,0,49,tarnofr01
379,Josh Taylor*,30,KCR,17.2,17,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,50,50,50,6,1,0,1,1,0,1,25,1,0,0,0,25,taylojo02
380,Julio Teheran,32,MIL,71.2,14,11,2,5,4,0,1,3,8,0.273,2,2,0,0,5,45%,50.1,67,13,2,1,0,7,2.8,2,5.7,85,2,9,0,0,98,teherju01
381,Zack Thompson*,25,STL,66.1,25,9,3,4,2,2,0,4,5,0.444,0,1,0,0,1,11%,50,61,41,12,6,1,5,3.5,4.1,5,87,1,8,0,0,98,thompza02
382,Trent Thornton,29,TOT,31.1,27,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,,54,54,5,3,0,1,5,18,2,36,1,0,0,0,36,thorntr01
383,Trent Thornton,29,SEA,26,23,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0%,54,54,54,3,2,0,1,5,18,2,36,1,0,0,0,36,thorntr01
384,Touki Toussaint,27,TOT,87,20,16,4,7,5,3,0,7,9,0.438,1,1,0,0,2,13%,47.8,64,8,11,2,2,9,3.9,3.9,4.6,88,2,12,2,0,107,toussto01
385,Touki Toussaint,27,CLE,3.2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,44,44,44,3,0,0,1,1,2.3,3.7,82,0,1,0,0,82,toussto01
386,Touki Toussaint,27,CHW,83.1,19,15,4,6,5,3,0,7,8,0.467,1,1,0,0,2,13%,48.1,64,8,8,2,2,8,4.1,4,4.7,88,2,11,2,0,107,toussto01
387,Spencer Turnbull,30,DET,31,7,7,1,4,2,1,0,3,4,0.429,0,1,0,0,0,0%,40.3,56,13,3,3,0,5,3.2,3.5,4.4,79,3,4,0,0,92,turnbsp01
388,José Ureña,31,TOT,44.2,10,10,0,7,3,0,0,0,10,0,1,1,0,0,2,20%,41.7,64,22,10,3,0,5,2.9,2.8,4.5,77,8,2,0,0,99,urenajo01
389,José Ureña,31,COL,18.1,5,5,0,4,1,0,0,0,5,0,0,1,0,0,0,0%,32.8,50,22,7,0,0,3,3.8,4.5,3.7,73,5,0,0,0,77,urenajo01
390,José Ureña,31,CHW,26.1,5,5,0,3,2,0,0,0,5,0,1,0,0,0,2,40%,50.6,64,31,3,3,0,2,2.1,1.7,5.3,82,3,2,0,0,99,urenajo01
391,Julio Urías*,26,LAD,117.1,21,21,11,8,2,1,0,13,8,0.619,0,2,0,0,11,52%,52.2,80,19,5,0,0,12,5.7,4.8,5.6,88,4,14,3,0,104,uriasju01
392,José Urquidy,28,HOU,63,16,10,3,3,4,1,0,5,5,0.5,1,1,0,0,2,20%,46.7,67,21,12,4,0,7,4.1,4.3,4.7,82,3,6,1,0,100,urquijo01
393,Framber Valdez*,29,HOU,198,31,31,12,11,8,1,6,17,14,0.548,3,1,2,2,20,65%,57.3,93,20,6,3,0,24,4.6,4.6,6.4,95,0,24,7,0,114,valdefr01
394,Louie Varland,25,MIN,68,17,10,3,3,4,1,1,4,6,0.4,0,1,0,0,5,50%,48.2,73,23,9,4,0,7,5.1,5.1,5.6,92,0,9,1,0,100,varlalo01
395,Randy Vásquez,24,NYY,37.2,11,5,1,2,2,1,0,2,3,0.4,1,1,0,0,0,0%,54.8,67,48,12,0,0,3,2,1.2,4.5,73,3,2,0,0,86,vasqura02
396,Vince Velasquez,31,PIT,37.1,8,8,4,4,0,0,0,4,4,0.5,0,0,0,0,4,50%,52.4,81,23,2,0,0,4,4.6,5.1,4.7,81,3,4,1,0,100,velasvi01
397,Justin Verlander,40,TOT,162.1,27,27,13,8,6,4,2,15,12,0.556,2,2,0,0,14,52%,56.5,79,26,2,1,0,18,5.3,4.3,6,96,2,16,9,0,117,verlaju01
398,Justin Verlander,40,NYM,94.1,16,16,6,5,5,1,1,8,8,0.5,1,1,0,0,8,50%,56.4,78,26,1,0,0,12,4,3.4,5.9,98,2,6,8,0,117,verlaju01
399,Justin Verlander,40,HOU,68,11,11,7,3,1,3,1,7,4,0.636,1,1,0,0,6,55%,56.6,79,31,1,1,0,6,7.1,5.5,6.2,95,0,10,1,0,100,verlaju01
400,Alex Vesia*,27,LAD,49.2,56,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0%,53,53,53,23,5,1,0,11.3,0,1,15,1,0,0,0,15,vesiaal01
401,Will Vest,28,DET,48.1,48,4,0,0,4,0,0,3,1,0.75,0,0,0,0,0,0%,51.3,55,48,19,8,4,0,6.7,2.3,0.9,13,4,0,0,0,16,vestwi01
402,Darius Vines,25,ATL,20.1,5,2,1,0,1,0,0,2,0,1,0,1,0,0,2,100%,58.5,60,57,0,0,0,1,6.4,6,6,86,0,2,0,0,90,vinesda01
403,Michael Wacha,31,SDP,134.1,24,24,14,4,6,5,0,16,8,0.667,3,1,0,0,12,50%,55.7,85,15,8,3,0,20,6,6.4,5.6,93,1,18,5,0,108,wachami01
404,Adam Wainwright,41,STL,101,21,21,5,11,5,3,2,7,14,0.333,3,2,0,0,4,19%,36.3,70,3,14,6,0,15,4.4,4,4.8,85,7,11,3,0,106,wainwad01
405,Ken Waldichuk*,25,OAK,141,35,22,2,5,15,1,0,9,13,0.409,5,5,0,0,4,18%,46.2,64,11,27,12,2,13,4.2,4.4,4.7,85,4,14,4,0,114,waldike01
406,Matt Waldron,26,SDP,41.1,8,6,1,3,2,1,0,3,3,0.5,0,1,0,0,1,17%,50,66,39,4,0,0,5,3.3,2.9,5.3,85,1,5,0,0,96,waldrma01
407,Ryan Walker,27,SFG,61.1,49,13,0,1,12,0,0,7,6,0.538,0,3,0,0,0,0%,51.6,59,44,21,4,11,1,4.3,4,1.6,29,13,0,0,0,45,walkery01
408,Taijuan Walker,30,PHI,172.2,31,31,15,6,10,6,0,21,10,0.677,2,8,0,0,11,35%,50.9,78,15,17,5,1,18,5,4.5,5.6,92,4,16,11,0,109,walketa01
409,Andrew Wantz,27,LAA,39.1,27,3,0,0,3,0,0,0,3,0,0,2,0,0,0,0%,51.3,55,48,4,3,3,0,2.7,0,2,33,3,0,0,0,41,wantzan01
410,Spenser Watkins,30,OAK,4.1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,31,31,31,2,0,0,1,2,0,4.3,90,0,1,0,0,90,watkisp01
411,Ryan Weathers*,23,TOT,57.2,15,12,1,7,4,1,1,4,8,0.333,1,1,0,0,2,17%,43,70,19,8,2,0,10,3.1,2.6,4.3,79,3,9,0,0,99,weathry01
412,Ryan Weathers*,23,SDP,44.2,12,10,1,6,3,1,1,4,6,0.4,1,1,0,0,1,10%,41.7,58,19,5,2,0,8,3.5,3.2,4.3,77,3,7,0,0,96,weathry01
413,Ryan Weathers*,23,MIA,13,3,2,0,1,1,0,0,0,2,0,0,0,0,0,1,50%,49.5,70,29,3,0,0,2,1,0,4.7,91,0,2,0,0,99,weathry01
414,Luke Weaver,29,TOT,123.2,29,25,3,6,16,3,1,14,11,0.56,0,8,0,0,2,8%,42.4,72,23,30,8,1,13,5.3,5,4.6,84,10,14,1,0,106,weavelu01
415,Luke Weaver,29,TOT,26.2,8,4,1,2,1,1,0,2,2,0.5,0,0,0,0,0,0%,48,63,35,5,1,1,3,3.6,5.6,4.3,75,4,0,0,0,78,weavelu01
416,Luke Weaver,29,CIN,97,21,21,2,4,15,2,1,12,9,0.571,0,8,0,0,2,10%,41.3,72,23,25,7,0,10,5.6,5,4.6,85,6,14,1,0,106,weavelu01
417,Luke Weaver,29,SEA,13.1,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0%,35,35,35,3,1,1,0,1,0,3.7,70,1,0,0,0,70,weavelu01
418,Luke Weaver,29,NYY,13.1,3,3,1,1,1,1,0,2,1,0.667,0,0,0,0,0,0%,52.3,63,47,2,0,0,3,4.5,6.9,4.4,76,3,0,0,0,78,weavelu01
419,Logan Webb,26,SFG,216,33,33,11,13,9,0,7,15,18,0.455,3,2,2,1,24,73%,57.5,83,21,9,4,0,16,3.1,2.8,6.5,96,1,18,14,0,110,webblo01
420,Tyler Wells,28,BAL,118.2,25,20,7,6,7,3,2,11,9,0.55,2,3,0,0,8,40%,54.9,81,24,8,1,0,12,4.2,3.9,5.4,90,3,14,3,0,102,wellsty01
421,Joey Wentz*,25,DET,105.2,25,19,1,11,7,1,1,5,14,0.263,3,3,0,0,1,5%,38.4,68,8,23,6,0,13,3.4,2.9,4.2,80,8,9,2,0,107,wentzjo01
